Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
"Domain wall motions in a near-morphotropic Pb(Zr,Ti)O 3 under mechanical stress observed by in situ piezoresponse force microscopy","Domain wall motions in a near-morphotropic Pb(Zr,Ti)O 3 under mechanical stress observed by in situ piezoresponse force microscopy",,8,6.909407,6,0.294385,0.305785,0.000513,20
Development of high-resolution daily gridded temperature datasets for the central north region of Egypt,Development of high-resolution daily gridded temperature datasets for the central north region of Egypt,,24,17.338819,5,0.447005,0.469158,0.000108,1
Video transcoding scheme of multimedia data-hiding for multiform resources based on intra-cloud,Video transcoding scheme of multimedia data-hiding for multiform resources based on intra-cloud,,6,4.564446,5,0.39311,0.41671,0,1
Observation of Two-Dimensional Shaped Aluminum Flake Orientation During Injection Molding and Its Orientation Mechanism,Observation of Two-Dimensional Shaped Aluminum Flake Orientation During Injection Molding and Its Orientation Mechanism,,3,2.439704,5,0.355746,0.375745,0,1
Robust Model Predictive Speed Control of Induction Motors Using a Constrained Disturbance Observer,Robust Model Predictive Speed Control of Induction Motors Using a Constrained Disturbance Observer,,3,2.285216,5,0.395649,0.417426,0,1
Study on efficiency improvement through absolute alignment maintenance of curved section,Study on efficiency improvement through absolute alignment maintenance of curved section,,7,5.143169,5,0.398767,0.421793,0.000008,1
High-speed visual target identification for low-cost wearable brain-computer interfaces,High-speed visual target identification for low-cost wearable brain-computer interfaces,,3,2.253209,5,0.395649,0.417426,0,3
Evaluating Lifetime of Server Data based on Trace Analysis,Evaluating Lifetime of Server Data based on Trace Analysis,,5,3.801843,5,0.436445,0.454983,0,1
Current control of grid-connected inverter using integral sliding mode control and resonant compensation,Current control of grid-connected inverter using integral sliding mode control and resonant compensation,,11,8.752074,5,0.407992,0.431816,0,1
Influence of structural properties of emulsifiers on citral degradation in model emulsions,Influence of structural properties of emulsifiers on citral degradation in model emulsions,,18,13.129236,5,0.444954,0.465722,0.000047,1
"Advanced big data analysis, artificial intelligence & communication systems","Advanced big data analysis, artificial intelligence & communication systems",,3,2.539613,6,0.322438,0.334794,0,1
The derivation of defect priorities and core defects through impact relationship analysis between embedded software defects,The derivation of defect priorities and core defects through impact relationship analysis between embedded software defects,,2,1.436964,6,0.34065,0.357875,0,1
Flexible Scene Composition Method for Companion Screen Service based MMT-CI,Flexible Scene Composition Method for Companion Screen Service based MMT-CI,,8,6.084033,5,0.363296,0.385166,0.000012,20
Track performance and dynamic stability according to railway structures,Track performance and dynamic stability according to railway structures,,10,7.379995,5,0.439743,0.458849,0.000008,20
Joint- or crack-opening resistance evaluation of waterproofing material and system for structural sustainability in railroad bridge deck,Joint- or crack-opening resistance evaluation of waterproofing material and system for structural sustainability in railroad bridge deck,,4,3.14146,5,0.388259,0.410553,0.000003,3
Electrochemical deposition of polypyrrole nanostructures for energy applications: A review,Electrochemical deposition of polypyrrole nanostructures for energy applications: A review,,2,1.484711,5,0.365463,0.386269,0,3
A Comprehensive Design Framework for Network-Wide Cost Reduction in Random Access-Based Wireless IoT Networks,A Comprehensive Design Framework for Network-Wide Cost Reduction in Random Access-Based Wireless IoT Networks,,2,1.505572,5,0.360037,0.379725,0,1
Voltammetric detection of tetrodotoxin real-time in vivo of mouse organs using DNA-immobilized carbon nanotube sensors,Voltammetric detection of tetrodotoxin real-time in vivo of mouse organs using DNA-immobilized carbon nanotube sensors,,4,3.017763,5,0.369876,0.39128,0,1
Decision Tree Generation Algorithm for Image-based Video Conferencing,Decision Tree Generation Algorithm for Image-based Video Conferencing,,6,4.373883,5,0.38089,0.403637,0.001542,19
How to identify promising chances for technological innovation: Keygraph-based patent analysis,How to identify promising chances for technological innovation: Keygraph-based patent analysis,,1,0.741826,5,0.400551,0.422007,0,3
Roll-to-roll production of a cellulose filter with immobilized Prussian blue for 137Cs adsorption,Roll-to-roll production of a cellulose filter with immobilized Prussian blue for 137Cs adsorption,,2,1.811559,5,0.372599,0.393571,0,21
A study on the skip shift control strategy according to driving resistance of heavy-duty vehicle equipped with multi-speed transmission,A study on the skip shift control strategy according to driving resistance of heavy-duty vehicle equipped with multi-speed transmission,,2,1.774332,5,0.372599,0.393571,0,21
Sinter bonding and formation of a near-full-density bondline at 250 °C via addition of submicrometer Cu particles to micrometer Ag-coated Cu particles,Sinter bonding and formation of a near-full-density bondline at 250 °C via addition of submicrometer Cu particles to micrometer Ag-coated Cu particles,,2,1.435014,5,0.422965,0.442698,0,1
Impact energy absorption capability analysis of locally softened high-strength steel bumper beams using induction heat treatment,Impact energy absorption capability analysis of locally softened high-strength steel bumper beams using induction heat treatment,,3,2.507748,2,0.714286,0.8,0,13
Facile synthesis of hierarchical CuS microspheres with high visible-light-driven photocatalytic activity,Facile synthesis of hierarchical CuS microspheres with high visible-light-driven photocatalytic activity,,1,0.791772,1,1,1,0,22
Effect of pyrolysis conditions on the physicochemical properties of graphitic carbon nitride for visible-light-driven photocatalytic degradation,Effect of pyrolysis conditions on the physicochemical properties of graphitic carbon nitride for visible-light-driven photocatalytic degradation,,1,0.791772,1,1,1,0,22
"An effective phthalazine-imidazole-based chemosensor for detecting Cu2+, Co2+ and S2− via the color change","An effective phthalazine-imidazole-based chemosensor for detecting Cu2+, Co2+ and S2− via the color change",,5,4.176386,5,0.417803,0.439261,0.000025,1
Accuracy Analysis of Low-cost UAV Photogrammetry for Road Sign Positioning,Accuracy Analysis of Low-cost UAV Photogrammetry for Road Sign Positioning,,3,2.557563,6,0.31485,0.324341,0,1
"Nanoemulsions as delivery systems for lipophilic nutraceuticals: strategies for improving their formulation, stability, functionality and bioavailability","Nanoemulsions as delivery systems for lipophilic nutraceuticals: strategies for improving their formulation, stability, functionality and bioavailability",,19,14.256633,5,0.44752,0.468013,0.000229,1
Foreground Objects Detection Using a Fully Convolutional Network with a Background Model Image and Multiple Original Images,Foreground Objects Detection Using a Fully Convolutional Network with a Background Model Image and Multiple Original Images,,29,21.124202,5,0.451863,0.474456,0.000089,0
A computer simulation of the fuel injection characteristics of a GDI injector according to the injector driving pattern,A computer simulation of the fuel injection characteristics of a GDI injector according to the injector driving pattern,,27,19.383328,5,0.450813,0.473024,0,1
Effect of outside view on attentiveness in using see-through type augmented reality device,Effect of outside view on attentiveness in using see-through type augmented reality device,,9,6.429612,5,0.440742,0.459565,0,1
Fuel injection characteristic measurements under a transient injector driving condition using an injector driving algorithm,Fuel injection characteristic measurements under a transient injector driving condition using an injector driving algorithm,,10,7.39193,5,0.418404,0.441237,0.000004,0
"The effects of fast food restaurant attributes on customer satisfaction, revisit intention, and recommendation using DINESERV scale","The effects of fast food restaurant attributes on customer satisfaction, revisit intention, and recommendation using DINESERV scale",,2,1.5249,5,0.352834,0.371649,0,1
Neuroprotective activity of polyphenol-rich ribes diacanthum pall against oxidative stress in glutamate-stimulated ht-22 cells and a scopolamine-induced amnesia animal model,Neuroprotective activity of polyphenol-rich ribes diacanthum pall against oxidative stress in glutamate-stimulated ht-22 cells and a scopolamine-induced amnesia animal model,,6,4.400301,5,0.430314,0.450286,0.00014,1
A Study on Life Cycle Cost on Railway Switches and Crossings,A Study on Life Cycle Cost on Railway Switches and Crossings,,2,1.512545,6,0.31173,0.319903,0,1
Flexural performance evaluation of steel fiber-reinforced concrete slab track,Flexural performance evaluation of steel fiber-reinforced concrete slab track,,8,5.823087,5,0.43514,0.454797,0.00005,5
A power flow control strategy for hybrid control architecture of dc microgrid under unreliable grid connection considering electricity price constraint,A power flow control strategy for hybrid control architecture of dc microgrid under unreliable grid connection considering electricity price constraint,,2,1.545482,2,0.75,0.833333,0,23
Internal Reconfigurable Dipole–Loop Antenna Array for High Reception Rate of Wideband UHD-TV Applications,Internal Reconfigurable Dipole–Loop Antenna Array for High Reception Rate of Wideband UHD-TV Applications,,3,2.22599,1,1,1,0.000003,23
Waterproofing performance of waterstop with adhesive bonding used at joints of underground concrete structures,Waterproofing performance of waterstop with adhesive bonding used at joints of underground concrete structures,,2,1.507324,2,0.75,0.833333,0,23
Wear characteristics of lubricants with nano-diamond particles on a tool steel,Wear characteristics of lubricants with nano-diamond particles on a tool steel,,30,22.734085,5,0.449768,0.473024,0.000014,1
Micro-extrusion for a gear shaft,Micro-extrusion for a gear shaft,,12,9.3825,5,0.43908,0.459207,0,1
What do we know about public acceptance of designating marine protected area? The case of Jaran Bay in South Korea,What do we know about public acceptance of designating marine protected area? The case of Jaran Bay in South Korea,,8,6.240256,5,0.388129,0.412471,0.000003,1
Can people with disabilities use the mobile Internet if they want to?,Can people with disabilities use the mobile Internet if they want to?,,5,4.150239,5,0.383526,0.406744,0,1
Numerical simulation of crack propagation in shell structures using interface shell elements,Numerical simulation of crack propagation in shell structures using interface shell elements,,1,0.713328,5,0.369407,0.390006,0,3
High seebeck coefficient thermo-electrochemical cell using nickel hollow microspheres electrodes,High seebeck coefficient thermo-electrochemical cell using nickel hollow microspheres electrodes,,1,0.857098,3,0.5,0.583333,0,24
Korean sign language recognition based on image and convolution neural network,Korean sign language recognition based on image and convolution neural network,,3,2.364198,2,0.8,0.875,0.000004,24
Adaptive Perturbation-Aided Opportunistic Hybrid Beamforming for mmWave Systems,Adaptive Perturbation-Aided Opportunistic Hybrid Beamforming for mmWave Systems,,5,3.828468,5,0.396053,0.419029,0,1
Minimum thickness of flat plates considering construction load effect,Minimum thickness of flat plates considering construction load effect,,2,1.475918,6,0.323963,0.336412,0,1
Magnetic Alignment of Polymer Nanodiscs Probed by Solid-State NMR Spectroscopy,Magnetic Alignment of Polymer Nanodiscs Probed by Solid-State NMR Spectroscopy,,5,3.933884,5,0.417055,0.43833,0,1
"Comparison among active front, front independent, 4-wheel and 4-wheel independent steering systems for vehicle stability control","Comparison among active front, front independent, 4-wheel and 4-wheel independent steering systems for vehicle stability control",,3,2.375501,5,0.408278,0.429596,0,3
Effects of process parameters on Cu-nanoparticle synthesis in tetraethylene glycol through microwave irradiation,Effects of process parameters on Cu-nanoparticle synthesis in tetraethylene glycol through microwave irradiation,,1,0.726927,7,0.238085,0.242078,0,0
Atomic layer deposition of pure In2O3 films for a temperature range of 200–300 °C using heteroleptic liquid In(DMAMP)2(OiPr) precursor,Atomic layer deposition of pure In2O3 films for a temperature range of 200–300 °C using heteroleptic liquid In(DMAMP)2(OiPr) precursor,,2,1.60866,6,0.312399,0.320862,0.001531,0
Second-order effective energy-momentum tensor of gravitational scalar perturbations with perfect fluid,Second-order effective energy-momentum tensor of gravitational scalar perturbations with perfect fluid,,3,2.257945,6,0.334771,0.351031,0.000008,19
Capacitor Loaded Dual-band Flexible Antenna for ISM Band Applications,Capacitor Loaded Dual-band Flexible Antenna for ISM Band Applications,,2,1.566769,5,0.382392,0.404066,0,1
Compact Flexible Frequency Reconfigurable Antenna for Heterogeneous Applications,Compact Flexible Frequency Reconfigurable Antenna for Heterogeneous Applications,,4,3.09665,5,0.429045,0.447938,0.000001,3
Tracking control for free-space optical communication of unmanned aerial vehicle,Tracking control for free-space optical communication of unmanned aerial vehicle,,5,3.834926,5,0.397813,0.419974,0.000006,3
A Compact multiband multi-mode frequency reconfigurable antenna for portable devices,A Compact multiband multi-mode frequency reconfigurable antenna for portable devices,,1,0.832355,6,0.324234,0.336598,0,1
A study of a liquefaction hazard map on groundwater levels and various ground accelerations in the republic of korea,A study of a liquefaction hazard map on groundwater levels and various ground accelerations in the republic of korea,,6,4.930512,5,0.38543,0.408792,0.000008,1
Body mass index and trajectories of cognitive decline among older Korean adults,Body mass index and trajectories of cognitive decline among older Korean adults,,1,0.731872,5,0.350708,0.369115,0,3
Adaptive threshold-aided K-best sphere decoding for large MIMO systems,Adaptive threshold-aided K-best sphere decoding for large MIMO systems,,9,7.152111,5,0.436118,0.455699,0.000004,1
Plane Dependent Subject-Specific Neuromuscular Training for Knee Rehabilitation,Plane Dependent Subject-Specific Neuromuscular Training for Knee Rehabilitation,,9,7.329753,5,0.395246,0.419244,0,1
Fabrication of molybdenum alloy with distributed high-entropy alloy via pressureless sintering,Fabrication of molybdenum alloy with distributed high-entropy alloy via pressureless sintering,,11,8.620189,5,0.395515,0.420103,0.003061,1
Voltage Regulation in a Stand-Alone DC Microgrid,Voltage Regulation in a Stand-Alone DC Microgrid,,8,6.161682,5,0.407135,0.430455,0.000685,31
An accurate weight binarization method for a CNN object detector using double scaling factors,An accurate weight binarization method for a CNN object detector using double scaling factors,,5,3.939457,5,0.405434,0.427234,0,1
Quality characteristics of low malt beer made with moisturized and heat treated purple corn,Quality characteristics of low malt beer made with moisturized and heat treated purple corn,,32,22.848455,5,0.454688,0.477534,0,1
Formation of a gold nanoparticle layer for the electrodes of ionic polymer–metal composites by electroless deposition process,Formation of a gold nanoparticle layer for the electrodes of ionic polymer–metal composites by electroless deposition process,,2,1.548447,5,0.362956,0.383648,0,3
Radio Inference Analysis for WPT Embedded Digital Living Things in Coexistence with NFC Devices in Smart Home Microgrid Facility,Radio Inference Analysis for WPT Embedded Digital Living Things in Coexistence with NFC Devices in Smart Home Microgrid Facility,,7,5.446021,5,0.42575,0.446349,0,1
"Effects of lactobacillus plantarum Q180 on postprandial lipid levels and intestinal environment: A double-blind, randomized, placebo-controlled, parallel trial","Effects of lactobacillus plantarum Q180 on postprandial lipid levels and intestinal environment: A double-blind, randomized, placebo-controlled, parallel trial",,18,13.825344,5,0.444954,0.465578,0.000006,1
Study on wind characteristics of electric fan via the case study of a dual-structured wing fan,Study on wind characteristics of electric fan via the case study of a dual-structured wing fan,,9,7.108407,6,0.346017,0.365335,0.000001,0
Two-Stage IoT Device Scheduling with Dynamic Programming for Energy Internet Systems,Two-Stage IoT Device Scheduling with Dynamic Programming for Energy Internet Systems,,8,6.093467,6,0.345914,0.364905,0,0
"Analysis, Design and Implementation of a Bidirectional Three-Phase Push-Pull Converter for Wide Voltage Range Application","Analysis, Design and Implementation of a Bidirectional Three-Phase Push-Pull Converter for Wide Voltage Range Application",,6,4.525231,6,0.344277,0.362257,0,0
QR-Decomposition-aided tabu search detection for large MIMO Systems,QR-Decomposition-aided tabu search detection for large MIMO Systems,,8,6.283538,6,0.345914,0.364905,0,0
Deposition of pure Cu films on glass substrates by decomposition of Cu complex pastes at 250 °C and additional Cu plating,Deposition of pure Cu films on glass substrates by decomposition of Cu complex pastes at 250 °C and additional Cu plating,,9,7.260329,6,0.346017,0.365335,0.000001,0
Theme and topics of smart city policy research in Korea,Theme and topics of smart city policy research in Korea,,6,4.894909,5,0.377554,0.400702,0.000001,1
Effects of Weather and Calendar Events on Mode-Choice Behaviors for Public Transportation,Effects of Weather and Calendar Events on Mode-Choice Behaviors for Public Transportation,,3,2.308987,6,0.279137,0.288517,0.00306,25
Estimating dehalogenation reactivity of nanoscale zero-valent iron by simple colorimetric assay by way of 4-chlorophenol reduction,Estimating dehalogenation reactivity of nanoscale zero-valent iron by simple colorimetric assay by way of 4-chlorophenol reduction,,2,1.614024,7,0.218305,0.223321,0,25
"Analysis of the educational needs related to, and perceptions of the importance of, essential job competencies among science and engineering graduates","Analysis of the educational needs related to, and perceptions of the importance of, essential job competencies among science and engineering graduates",,2,1.536362,7,0.218305,0.223321,0,25
Divergence of potential evapotranspiration trends over Pakistan during 1967–2016,Divergence of potential evapotranspiration trends over Pakistan during 1967–2016,,1,0.766894,1,1,1,0,26
Tissue Regeneration of Human Mesenchymal Stem Cells on Porous Gelatin Micro-Carriers by Long-Term Dynamic In Vitro Culture,Tissue Regeneration of Human Mesenchymal Stem Cells on Porous Gelatin Micro-Carriers by Long-Term Dynamic In Vitro Culture,,1,0.766894,1,1,1,0,26
An exact voltage-power equation with no angle terms for an AC two-bus system,An exact voltage-power equation with no angle terms for an AC two-bus system,,3,2.370149,5,0.390211,0.412271,0,6
Efficient valuation of a variable annuity contract with a surrender option,Efficient valuation of a variable annuity contract with a surrender option,,4,2.985086,5,0.433036,0.451933,0,1
Improving the performance of rlizard on memory-constraint iot devices with 8-bit atmega mcu,Improving the performance of rlizard on memory-constraint iot devices with 8-bit atmega mcu,,1,0.709434,5,0.347566,0.366237,0,7
Symmetry-adapted machine learning for information security,Symmetry-adapted machine learning for information security,,2,1.430844,2,0.666667,0.75,0,27
Modifications of structural and optical properties of copper oxide thin films by thermal annealing,Modifications of structural and optical properties of copper oxide thin films by thermal annealing,,4,3.104779,1,1,1,0.000001,27
The influence of information acceptance on information use performance in the case of vulnerable classes,The influence of information acceptance on information use performance in the case of vulnerable classes,,4,3.126943,1,1,1,0.000001,27
Yielding behavior and strain aging properties of bake hardening steel with dual-phase microstructure,Yielding behavior and strain aging properties of bake hardening steel with dual-phase microstructure,,1,0.756077,6,0.283488,0.29254,0,1
Interfacial Engineering of a Heteroatom-Doped Graphene Layer on Patterned Aluminum Foil for Ultrafast Lithium Storage Kinetics,Interfacial Engineering of a Heteroatom-Doped Graphene Layer on Patterned Aluminum Foil for Ultrafast Lithium Storage Kinetics,,10,7.811506,5,0.344685,0.365335,0,0
Tunable ternary doping effect of protein-based carbon derived from tofu for energy storage devices,Tunable ternary doping effect of protein-based carbon derived from tofu for energy storage devices,,9,6.825746,5,0.344583,0.364905,0,0
Commutation Torque Ripple Minimization for Three Phase BLDC Motor Drive using A Simple PWM Scheme Reliable to Motor Parameter Variation,Commutation Torque Ripple Minimization for Three Phase BLDC Motor Drive using A Simple PWM Scheme Reliable to Motor Parameter Variation,,7,5.268112,5,0.344379,0.364046,0,0
Fidelity assessment of general circulation model simulated precipitation and temperature over Pakistan using a feature selection method,Fidelity assessment of general circulation model simulated precipitation and temperature over Pakistan using a feature selection method,,11,8.598169,5,0.375484,0.399198,0.000002,0
Summarizing long-length videos with GAN-enhanced audio/visual features,Summarizing long-length videos with GAN-enhanced audio/visual features,,5,3.577015,5,0.413499,0.435467,0.000002,31
"Dielectrophoresis for control of particle transport: Theory, electrode designs and applications","Dielectrophoresis for control of particle transport: Theory, electrode designs and applications",,3,2.318029,6,0.365119,0.386498,0,3
A patent-based approach for the identification of technology-based service opportunities,A patent-based approach for the identification of technology-based service opportunities,,2,1.414243,5,0.410437,0.431672,0,1
An Approximate Memory Architecture for Energy Saving in Deep Learning Applications,An Approximate Memory Architecture for Energy Saving in Deep Learning Applications,,4,2.902118,5,0.383652,0.4064,0,3
"Erratum to: “Numerical investigation of the transferability of ductile fracture behavior between thin-walled surface-cracked pipe, curved wide plate (CWP) and single edge notched tension (SENT) specimens” (Journal of Mechanical Science and Technology, (2019), 33, 9, (4233-4243), 10.1007/s12206-019-0820-1)","Erratum to: “Numerical investigation of the transferability of ductile fracture behavior between thin-walled surface-cracked pipe, curved wide plate (CWP) and single edge notched tension (SENT) specimens” (Journal of Mechanical Science and Technology, (2019), 33, 9, (4233-4243), 10.1007/s12206-019-0820-1)",,1,0.753229,5,0.386583,0.408505,0,3
Neutral pH aqueous redox flow batteries using an anthraquinone-ferrocyanide redox couple,Neutral pH aqueous redox flow batteries using an anthraquinone-ferrocyanide redox couple,,1,0.728946,2,0.6,0.666667,0,23
Development of DLP 3D printer with multiple composite materials,Development of DLP 3D printer with multiple composite materials,,1,0.72389,1,1,1,0,28
Dispersion stability and mechanical properties of ZrO2/high-temp composite resins by nano- and micro-particle ratio for stereolithography 3D printing [나노 및 마이크로 입자 비율에 따른 광조형 3D 프린팅용 ZrO2/High-temp 복합 수지의 분산 안정성 및 기계적 특성],Dispersion stability and mechanical properties of ZrO2/high-temp composite resins by nano- and micro-particle ratio for stereolithography 3D printing [나노 및 마이크로 입자 비율에 따른 광조형 3D 프린팅용 ZrO2/High-temp 복합 수지의 분산 안정성 및 기계적 특성],,1,0.72389,1,1,1,0,28
Effect of bainitic microstructure on low-temperature toughness of high-strength API pipeline steels,Effect of bainitic microstructure on low-temperature toughness of high-strength API pipeline steels,,3,2.114798,5,0.434653,0.452792,0,1
An emotional comfort product using touch-The possibility,An emotional comfort product using touch-The possibility,,7,5.785746,5,0.417653,0.439691,0.000008,1
Underdetermined blind source separation using normalized spatial covariance matrix and multichannel nonnegative matrix factorization,Underdetermined blind source separation using normalized spatial covariance matrix and multichannel nonnegative matrix factorization,,4,3.242174,6,0.340152,0.357431,0,1
"Engineering, durability, and sustainability properties analysis of high-volume, PCC ash-based concrete","Engineering, durability, and sustainability properties analysis of high-volume, PCC ash-based concrete",,1,0.746193,1,1,1,0,29
Analysis of the envelope correlation coefficient of MIMO antennas connected with suspended lines,Analysis of the envelope correlation coefficient of MIMO antennas connected with suspended lines,,1,0.746193,1,1,1,0,29
Bio-Inspired Barbed Microneedle for Skin Adhesion with Interlocking Mechanics,Bio-Inspired Barbed Microneedle for Skin Adhesion with Interlocking Mechanics,,1,0.72336,5,0.353048,0.372122,0,3
Optimization and characterization of high-viscosity ZrO2 ceramic nanocomposite resins for supportless stereolithography,Optimization and characterization of high-viscosity ZrO2 ceramic nanocomposite resins for supportless stereolithography,,1,0.779956,6,0.325777,0.338746,0,1
Spatial optimization of operating microalgae bioreactor for nitrogen removal and electricity saving,Spatial optimization of operating microalgae bioreactor for nitrogen removal and electricity saving,,1,0.707421,5,0.387612,0.408834,0,3
Dielectric resonator loaded high-gain half-mode substrate integrated waveguide triangular antenna for microwave imaging and radar applications,Dielectric resonator loaded high-gain half-mode substrate integrated waveguide triangular antenna for microwave imaging and radar applications,,9,6.580754,5,0.441411,0.460066,0,1
Stochastic computing based AI system for mobile devices,Stochastic computing based AI system for mobile devices,,6,4.937095,5,0.395515,0.41817,0.000001,0
Implanting of safety culture in display manufacturing company in Korea through employee's safety perception survey: Case study focusing on behavior-based safety,Implanting of safety culture in display manufacturing company in Korea through employee's safety perception survey: Case study focusing on behavior-based safety,,4,3.305119,5,0.390735,0.412801,0,0
Development of a Lower Limb Exoskeleton Worn on the Front of a Human,Development of a Lower Limb Exoskeleton Worn on the Front of a Human,,3,2.159599,5,0.417653,0.438259,0,3
"Corrigendum to “How climate scenarios alter future predictions of field-scale water and nitrogen dynamics and crop yields” (Journal of Environmental Management (2019) 252, (S0301479719313416), (10.1016/j.jenvman.2019.109623))","Corrigendum to “How climate scenarios alter future predictions of field-scale water and nitrogen dynamics and crop yields” (Journal of Environmental Management (2019) 252, (S0301479719313416), (10.1016/j.jenvman.2019.109623))",,3,2.26774,5,0.420824,0.441022,0,1
"Advanced technologies in blockchain, machine learning, and big data","Advanced technologies in blockchain, machine learning, and big data",,1,0.870387,1,1,1,0,30
Adaptive transmission repetition and combining in bistatic WiFi backscatter communications,Adaptive transmission repetition and combining in bistatic WiFi backscatter communications,,1,0.870387,1,1,1,0,30
The Study on Manufacturing Process of Printable Temperature Distribution Measuring Sensor Using the Thermocouple Metal Paste,The Study on Manufacturing Process of Printable Temperature Distribution Measuring Sensor Using the Thermocouple Metal Paste,,1,0.741739,5,0.402908,0.424012,0,3
Safe and policy oriented secure android-based industrial embedded control system,Safe and policy oriented secure android-based industrial embedded control system,,2,1.482834,5,0.338175,0.353995,0,1
Assessing the effects of higher-education factors on the job satisfaction of engineering graduates in Korea,Assessing the effects of higher-education factors on the job satisfaction of engineering graduates in Korea,,1,0.704784,5,0.350075,0.368829,0,3
Complexation of Amylosucrase-Modified Waxy Corn Starch with Fatty Acids: Determination of Their Physicochemical Properties and Digestibilities,Complexation of Amylosucrase-Modified Waxy Corn Starch with Fatty Acids: Determination of Their Physicochemical Properties and Digestibilities,,2,1.679308,5,0.366614,0.387199,0,1
Model predictive control of uninterruptible power supply with robust disturbance observer,Model predictive control of uninterruptible power supply with robust disturbance observer,,8,6.084394,5,0.413206,0.436111,0,1
Green pepper (Piper nigrum l.) extract suppresses oxidative stress and lps-induced inflammation via regulation of JNK signaling pathways,Green pepper (Piper nigrum l.) extract suppresses oxidative stress and lps-induced inflammation via regulation of JNK signaling pathways,,4,3.297247,5,0.363977,0.385209,0,1
Pricing of vulnerable options with early counterparty credit risk,Pricing of vulnerable options with early counterparty credit risk,,3,2.302987,5,0.369641,0.391137,0,3
Structural evolution of NiAl-based layered nanostructures grown by a low-temperature hydrothermal method,Structural evolution of NiAl-based layered nanostructures grown by a low-temperature hydrothermal method,,4,2.950535,5,0.412327,0.433963,0,3
Effect of cell size on the performance and temperature distribution of molten carbonate fuel cells,Effect of cell size on the performance and temperature distribution of molten carbonate fuel cells,,1,0.713614,2,0.666667,0.75,0,9
Optimization of Y2O3 dopant concentration of yttria stabilized zirconia thin film electrolyte prepared by plasma enhanced atomic layer deposition for high performance thin film solid oxide fuel cells,Optimization of Y2O3 dopant concentration of yttria stabilized zirconia thin film electrolyte prepared by plasma enhanced atomic layer deposition for high performance thin film solid oxide fuel cells,,2,1.53967,6,0.333524,0.349184,0,1
Surface-modified industrial acrylonitrile butadiene styrene 3d scaffold fabrication by gold nanoparticle for drug screening,Surface-modified industrial acrylonitrile butadiene styrene 3d scaffold fabrication by gold nanoparticle for drug screening,,3,2.308865,2,0.8,0.875,0,27
Investigation of phases and chemical states of tin titanate films grown by atomic layer deposition,Investigation of phases and chemical states of tin titanate films grown by atomic layer deposition,,3,2.331649,2,0.8,0.875,0,27
Performance comparison of parallel ILU preconditioners for the incompressible Navier-Stokes equations,Performance comparison of parallel ILU preconditioners for the incompressible Navier-Stokes equations,,1,0.725002,5,0.371885,0.39254,0,3
Real-time control architecture based on Xenomai using ROS packages for a service robot,Real-time control architecture based on Xenomai using ROS packages for a service robot,,5,3.964137,5,0.404729,0.426947,0,1
Fatigue strength evaluation of self-piercing riveted joints of AZ31 Mg alloy and cold-rolled steel sheets,Fatigue strength evaluation of self-piercing riveted joints of AZ31 Mg alloy and cold-rolled steel sheets,,1,0.740694,6,0.32022,0.3313,0,1
DNA steganalysis using deep recurrent neural networks,DNA steganalysis using deep recurrent neural networks,,5,3.642116,5,0.344073,0.363044,0,0
Effect of Nitride Passivation on Cu Surface for Low Temperature Cu-to-Cu Bonding,Effect of Nitride Passivation on Cu Surface for Low Temperature Cu-to-Cu Bonding,,3,2.239522,5,0.381139,0.403107,0,1
The efficient mixed matrix antifouling membrane for surfactant stabilized oil-in-water nanoemulsion separation,The efficient mixed matrix antifouling membrane for surfactant stabilized oil-in-water nanoemulsion separation,,3,2.318023,6,0.329745,0.345046,0,1
Advanced IT-based Future Sustainable Computing (2017-2018),Advanced IT-based Future Sustainable Computing (2017-2018),,3,2.31573,6,0.329745,0.345046,0,1
A thiourea-naphthol based turn-on fluorescent sensor for detecting In3+ and its application,A thiourea-naphthol based turn-on fluorescent sensor for detecting In3+ and its application,,2,1.587004,6,0.339656,0.357245,0,1
An Implantable Antenna with Broadside Radiation for a Brain-Machine Interface,An Implantable Antenna with Broadside Radiation for a Brain-Machine Interface,,4,2.879756,5,0.431911,0.450687,0,1
"Socio-economic factors affecting trust in the military: Comparatives on perspectives on China, Japan, and South Korea","Socio-economic factors affecting trust in the military: Comparatives on perspectives on China, Japan, and South Korea",,2,1.601878,6,0.292315,0.301332,0,31
Carbon supported palladium-copper bimetallic catalysts for promoting electrochemical oxidation of formic acid and its utilization in direct formic acid fuel cells,Carbon supported palladium-copper bimetallic catalysts for promoting electrochemical oxidation of formic acid and its utilization in direct formic acid fuel cells,,1,0.724214,6,0.318817,0.328837,0,1
Integration of ROS and RT tasks using message pipe mechanism on Xenomai for telepresence robot,Integration of ROS and RT tasks using message pipe mechanism on Xenomai for telepresence robot,,1,0.723664,6,0.329745,0.343743,0,1
The Relationship between the Personality Changes and Costume Colors of Characters in Disney Animations and Live Action Films,The Relationship between the Personality Changes and Costume Colors of Characters in Disney Animations and Live Action Films,,3,2.236175,5,0.398494,0.420432,0,1
Rapid and precise characterization of sub-µm surface defects using laser scatterometer devising a polygonal-shaped waveguide with double-slit aperture,Rapid and precise characterization of sub-µm surface defects using laser scatterometer devising a polygonal-shaped waveguide with double-slit aperture,,2,1.65308,6,0.337881,0.353938,0,1
