,Title,modularity_class
1004,“Commodious vicus of recirculation”: Finnegans wake under the influence of our mutual friend,13
1005,Unsupervised visual domain adaptation: A deep max-margin gaussian process approach,4
1006,A Bioinspired Piezoelectric Cilia Array for Sensing of Hydrodynamic Flow,8
1007,An Anodic Current Pulse Modulation Active Charge Balancer for Implantable Electrical Stimulator,29
1008,A Charge Balanced Neural Stimulator Using Chopped Anodic Pulse Control,29
1009,A Study for Selecting the Best One-Stage Detector for Autonomous Driving,2
1010,A Lightweight YOLOv2 Object Detector Using a Dilated Convolution,16
1011,Current control of grid-connected inverter using integral sliding mode control and resonant compensation,2
1012,Quality characteristics and biological activities of jeolpyeon added with rice bran,22
1013,Flexible piezoelectric sensor array for touch sensing of robot hand,8
1014,Guest editorial special issue on advanced computational technologies in mobile edge computing for the internet of things,13
1015,Efficient Frame Construction for Multi-User Transmission in IEEE 802.11 WLANs,4
1016,Meronic Einstein-Yang-Mills black hole in 5D and gravitational spin from isospin effect,5
1017,Fracture parameters of cement mortar with different structural dimensions under the direct tension test,13
1018,Dantzig type optimization method with applications to portfolio selection,5
1019,Analytic crystals of solitons in the four dimensional gauged non-linear sigma model,26
1020,"Optimization of control allocation with ESC, AFS, ARS and TVD in integrated chassis control",2
1021,Complexation of Amylosucrase-Modified Waxy Corn Starch with Fatty Acids: Determination of Their Physicochemical Properties and Digestibilities,22
1022,How much value do people place on preserving the Seocheon coastal wetland in South Korea?,22
1023,Development of BMPs for management of NPS from railway bridges,2
1024,"Preparation, Physical Characterization, and In Vitro Skin Permeation of Deformable Liposomes Loaded with Taxifolin and Taxifolin Tetraoctanoate",22
1025,Optimization method of implantable receiver for magnetic resonant wireless power transfer between wearable on-body and implantable in-body,29
1026,Impact of rebate program for energy-efficient household appliances on consumer purchasing decisions: The case of electric rice cookers in South Korea,5
1027,Fidelity assessment of general circulation model simulated precipitation and temperature over Pakistan using a feature selection method,17
1028,Polygonal shell elements with assumed transverse shear and membrane strains,8
1029,Synthesis and physicochemical properties of pH-sensitive hydrogel based on carboxymethyl chitosan/2-hydroxyethyl acrylate for transdermal delivery of nobiletin,16
1030,Volume and size effects of intermetallic compounds on the high-temperature oxidation behavior of Mo-Si-B alloys,9
1031,Relay detection of Zn 2+ and S 2− by a quinoline-based fluorescent chemosensor in aqueous media and zebrafish,16
1032,Optoelectronic multifunctionality of combustion-activated fluorine-doped tin oxide films with high optical transparency,9
1033,Synergistic effect of heteroatom-doped activated carbon for ultrafast charge storage kinetics,9
1034,Surface functionalization of the terraced surface-based current collector for a supercapacitor with an improved energy storage performance,9
1035,Asymptotics of certain double series in Eulerian form,34
1036,Importance of microbial adaptation for concentrate management in wastewater reuse process,9
1037,Influence of structural properties of emulsifiers on citral degradation in model emulsions,22
1038,Characterization of the die-attach process via low-temperature reduction of Cu formate in air,21
1039,A new single-stage bridgeless boost half-bridge AC/DC converter with semi-Active-Rectifier,2
1040,Households’ willingness to pay for developing marine bio-hydrogen technology: The case of South Korea,34
1041,Ascorbic Acid-Assisted Microwave Synthesis of Mesoporous Ag-Doped Hydroxyapatite Nanorods from Biowaste Seashells for Implant Applications,9
1042,Role of multi-layer pyramidal truss cores as an inner material of energy absorbing structures,34
1043,Experimental and Modeling Study of Vapor Liquid Equilibrium for a Methyldiethanolamine-CO2-H2S-Water Quaternary System Using Activity Coefficient Models with Corrected Equilibrium Constants,9
1044,Conductive paste assisted interconnection for environmentally benign lead-free ribbons in c-Si PV modules,9
1045,Reformation of the surface of powdered activated carbon (PAC) using covalent organic polymers (COPs) and synthesis of a Prussian blue impregnated adsorbent for the decontamination of radioactive cesium,34
1046,Large-margin learning of Cox proportional hazard models for survival analysis,4
1047,Surface-diffusion-limited growth of atomically thin WS 2 crystals from core-shell nuclei,9
1048,A hardware-friendly compression algorithm for profiling DDR4 memory accesses,15
1049,Effect of electrode material on the crystallization of GeTe grown by atomic layer deposition for phase change random access memory,9
1050,Three-level Resonant Switched Capacitor Boost Converter,2
1051,A Seamless and Autonomous Mode Transfer Method of Grid-Connected Inverter with Critical Load,2
1052,A Thyristor-based Seamless Winding Changeover Circuit for high efficiency of Electric Vehicle Drive System,2
1053,An Interleaved Single-Stage Bridgeless CCM AC-DC Converter with Wide Output Voltage Range,2
1054,A New ZVS Switched-Capacitor DC-DC Converter with Low Boost Inductance,2
1055,A Compact 700kHz 1.8kW GaN-based Transistor Low Voltage High Current DC-DC Converter for xEV using Planar Matrix Transformer,2
1056,Sinusoidal Third Harmonic Voltage Injection PWM Method for Applying the LCL Filter to Vienna Rectifiers,2
1057,"Analysis, Design and Implementation of a Bidirectional Three-Phase Push-Pull Converter for Wide Voltage Range Application",2
1058,Effect of Nitride Passivation on Cu Surface for Low Temperature Cu-to-Cu Bonding,21
1059,Technical evaluation method for physical property changes due to environmental degradation of grout-injection repair materials for water-leakage cracks,13
1060,The effect of Nb-doped TiO2 coating for improving stability of NiCrAl alloy foam [NiCrAl 합금 폼의 안정성 향상을 위해 코팅된 Nb-doped TiO2의 효과],9
1061,Influence of electrical traps on the current density degradation of inverted perovskite solar cells,9
1062,QR-Decomposition-aided tabu search detection for large MIMO Systems,4
1063,Observation of Two-Dimensional Shaped Aluminum Flake Orientation During Injection Molding and Its Orientation Mechanism,8
1064,Performance comparison of interpolation operators of multigrid methods based on distance weight and area (volume) intersection approaches Part I: Finite volume discretization,15
1065,Evolutionary Game Approach to Uplink NOMA Random Access Systems,5
1066,Investigation of fast and slow traps in atomic layer deposited AlN on 4H-SiC,21
1067,An imine-based colorimetric chemodosimeter for the detection of hypochlorite (ClO -) in aqueous media: its application in test strips and real water samples,16
1068,Profiling of Histidine Phosphoproteome in Danio rerio by TiO 2 Enrichment,16
1069,Flexural and shear behaviour of high-strength SFRC beams without stirrups,13
1070,Fabrication of microfluidic channels with various cross-sectional shapes using anisotropic etching of Si and self-alignment,8
1071,"Atractyligenin, a terpenoid isolated from coffee silverskin, inhibits cutaneous photoaging",22
1072,Characteristics of wind pressures on retractable dome roofs and external peak pressure coefficients for cladding design,13
1073,Prussian blue immobilization on various filter materials through Layer-by-Layer Assembly for effective cesium adsorption,9
1074,Willingness to pay for fuel-cell electric vehicles in South Korea,2
1075,South Korean consumers’ preferences for eco-friendly gasoline sedans: Results from a choice experiment survey,9
1076,Comparative analysis of endocrine disrupting effects of major phthalates in employed two cell lines (MVLN and H295R) and embryonic zebrafish assay,16
1077,Deepcachnet: A proactive caching framework based on deep learning in cellular networks,4
1078,Real-time control architecture based on Xenomai using ROS packages for a service robot,15
1079,Enhanced adsorptive removal of hydrogen sulfide from gas stream with zinc-iron hydroxide at room temperature,9
1080,Antimelanogenic and Antimigration Properties of the Ethyl Acetate Fraction of Calendula officinalis Flowers on Melanoma Cells,22
1081,Interface modification of an Al current collector for ultrafast lithium-ion batteries,9
1082,"Fabrication of alginate-based stimuli-responsive, non-cytotoxic, terpolymric semi-IPN hydrogel as a carrier for controlled release of bovine albumin serum and 5-amino salicylic acid",16
1083,Impact of antioxidant on the stability of β-carotene in model beverage emulsions: Role of emulsion interfacial membrane,22
1084,Direct addition of lithium and cobalt precursors to Ce 0.8 Gd 0.2 O 1.95 electrolytes to improve microstructural and electrochemical properties in IT-SOFC at lower sintering temperature,9
1085,Equivalent core concept for large-scale structural-level applications,13
1086,Wideband internal dipole-loop antenna with switchable and tunable frequency operation for ultra-high-definition television,29
1087,Optimization of Y2O3 dopant concentration of yttria stabilized zirconia thin film electrolyte prepared by plasma enhanced atomic layer deposition for high performance thin film solid oxide fuel cells,9
1088,Dynamic Strain Aging and Serration Behavior of Three High-Manganese Austenitic Steels,13
1089,Fe doping effect of vanadium oxide films for enhanced switching electrochromic performances,9
1090,Surface effect of platinum catalyst-decorated mesoporous carbon support using the dissolution of zinc oxide for methanol oxidation,9
1091,Deposition of pure Cu films on glass substrates by decomposition of Cu complex pastes at 250 °C and additional Cu plating,8
1092,Excellent electrochemical stability of graphite nanosheet-based interlayer for electric double layer capacitors,9
1093,Structural evolution of NiAl-based layered nanostructures grown by a low-temperature hydrothermal method,9
1094,Atomic-layer-deposited ZrO 2 -doped CeO 2 thin film for facilitating oxygen reduction reaction in solid oxide fuel cell,9
1095,Loan relation with foreign banks and information asymmetry: evidence from earnings management by local firms in Korea,5
1096,One-step sensing of foodborne pathogenic bacteria using a 3D paper-based device,16
1097,Chondroprotective effect of curcumin and lecithin complex in human chondrocytes stimulated by IL-1β via an anti-inflammatory mechanism,22
1098,Exploring the Relationship between Trust in Government and Citizen Participation,5
1099,Synthesis of submicrometre Cu particles via a reduction in triethanolamine solvent,9
1100,A method for representation and analysis of conformal cooling channels in molds made of functionally graded tool steel/Cu materials,8
1101,Formulation studies for surface modification and application to cosmetics of jadeite powder,22
1102,Real-time voltage stability assessment method for the Korean power system based on estimation of Thévenin equivalent impedance,2
1103,Supervised machine-learning predictive analytics for national quality of life scoring,5
1104,Advanced IT-based Future Sustainable Computing (2017-2018),15
1105,Fabrication of anisotropically oleophobic surface with inverse-tapered structure using micromolding in capillaries and microtransfer molding,8
1106,Fuel economy analysis of novel hybrid powertrain for PHEV,2
1107,"Cynanchum wilfordii etanolic extract controls blood cholesterol: A double-blind, randomized, placebo-controlled, parallel trial",22
1108,Memristor crossbar array for binarized neural networks,4
1109,Comparison between concentration and immersion based on EEG analysis,22
1110,Improved performance of image semantic segmentation using NASNet,16
1111,"Dielectrophoresis for control of particle transport: Theory, electrode designs and applications",21
1112,Performance evaluation of aqueous redox flow battery using quinone redox couple dissolved in ammonium chloride electrolyte,9
1113,"Measurement and Correlation of density and excess volume for Water+DIPA, DIPA+MDEA and Water+DIPA+MDEA systems",9
1114,Numerical Simulation of Crystal Growth in Injection Molded Thermoplastics based on Monte Carlo Method with Shear Rate Tracking,8
1115,Finite Element Plastic Limit Loads of Complex Cracks in Pipes with Two-Layered Materials,13
1116,Gas barrier and mechanical properties of a single-layer silicon oxide film prepared by roll-to-roll PECVD system,21
1117,Effect of outside view on attentiveness in using see-through type augmented reality device,16
1118,Factors influencing Time and Cost Overruns on Freeform Construction Projects,16
1119,A semi-aza-crown-based chemosensor for colorimetric detection of iron(III) and iron(II) in aqueous media with large bathochromic shift,21
1120,Role of non-electrostatic forces in antimicrobial potency of a dengue-virus derived fusion peptide VG16KRKP: Mechanistic insight into the interfacial peptide-lipid interactions,22
1121,Effect of titanium addition on mechanical properties of Mo-Si-B alloys,9
1122,Hydrogen reduction behavior and microstructural characteristics of WO3 and WO3-NiO powders,9
1123,Lectin AtGAL1 interacts with high-mannose glycoform of the purple acid phosphatase AtPAP26 secreted by phosphate-starved Arabidopsis,22
1124,Multilevel learning based modeling for link prediction and users’ consumption preference in Online Social Networks,4
1125,Sketch: Imagination needs moodling,26
1126,Facile and Scalable Fabrication of Flexible Reattachable Ionomer Nanopatterns by Continuous Multidimensional Nanoinscribing and Low-temperature Roll Imprinting,8
1127,Glucose biofuel cells using the two-step reduction reaction of bienzyme structure as cathodic catalyst,9
1128,"Cytoprotective effects and mechanisms of quercetin, quercitrin and avicularin isolated from Lespedeza cuneata G. Don against ROS-induced cellular damage",34
1129,Buck-Boost AC-DC LED Driver for Lamp with Visible Light Communication Module,2
1130,"An Imidazo[1,5-α]Pyridine-Based Fluorometric Chemodosimeter for the Highly Selective Detection of Hypochlorite in Aqueous Media",22
1131,Carbon felt molecular modification and biofilm augmentation via quorum sensing approach in yeast-based microbial fuel cells,9
1132,A fluorescent and colorimetric Schiff base chemosensor for the detection of Zn2+ and Cu2+: Application in live cell imaging and colorimetric test kit,16
1133,Formation of a gold nanoparticle layer for the electrodes of ionic polymer–metal composites by electroless deposition process,9
1134,A Study on Fatigue Strength Improvement for Tension Clamp of Railway Using Work Hardening,13
1135,Characterization of Copper Complex Paste: Manufacture of Thin Cu-Seed Films on Alumina Substrates,8
1136,High-Speed Synthesis of Rice-Ear-Shaped Cu Dendritic Particles at Room Temperature via Galvanic Displacement Using Zn Particles,9
1137,Cinnamaldehyde-Based Chemosensor for Colorimetric Detection of Cu 2+ and Hg 2+ in a Near-Perfect Aqueous Solution,34
1138,360- Degree Video Streaming Using Stitching Information,9
1139,Remote In-System Reconfiguration for Automotive Device,34
1140,An FPGA-based Electronic Control Unit for Automotive Systems,34
1141,2D Line Draw Hardware Accelerator for Tiny Embedded Processor in Consumer Electronics,15
1142,Public preferences for district heating system over individual heating system: a view from national energy efficiency,5
1143,One Shot Extrinsic Calibration of a Camera and Laser Range Finder Using Vertical Planes,16
1144,Ultra Wideband Spherical Self-Complementary Antenna with Capacitive and Inductive Loadings,29
1145,Isolation and characterization of bioactive compounds from root of rubus coreanus miquel and their antimicrobial activity,22
1146,pH Dependent swelling behavior of poly(2-hydroxyethyl methacrylate)-based copolymer hydrogels,16
1147,Isolation and characterization of bioactive compounds from root of rubus coreanus miquel and their antimicrobial activity,22
1148,Network-oriented real-time embedded system considering synchronous joint space motion for an omnidirectional mobile robot,15
1149,An efficient search algorithm for fingerprint databases *,4
1150,Microchannel Fabrication on Glass Materials for Microfluidic Devices,8
1151,Fabrication of microchannel with parallelogram cross-section using Si anisotropic wet etching and self-alignment,8
1152,Development of an automated electric snowplow for vehicles by using a sprocket and chain for improving durability,2
1153,Immobilization of prussian blue nanoparticles in acrylic acid-surface functionalized poly(Vinyl alcohol) sponges for cesium adsorption,9
1154,Evaluating residential consumers' willingness to pay to avoid power outages in South Korea,5
1155,Pattern-based decoding for Wi-Fi backscatter communication of passive sensors,4
1156,Residential consumers' willingness to Pay Price Premium for renewable heat in South Korea,5
1157,Quarter-wave balun fed vivaldi antenna pair for V2X communication measurement,29
1158,Factorized Groomed Jet Mass Distribution in Inclusive Jet Processes,9
1159,Vitamin C activates osteoblastogenesis and inhibits osteoclastogenesis via Wnt/β-catenin/ATF4 signaling pathways,22
1160,"Study on the application of nitritation, treating different wastewater streams with high nitrogen content",9
1161,Performance evaluation of glucose oxidation reaction using biocatalysts adopting different quinone derivatives and their utilization in enzymatic biofuel cells,9
1162,Ostwald Ripening Rate of Orange Oil Emulsions: Effects of Molecular Structure of Emulsifiers and Their Oil Composition,22
1163,Theoretical evaluation of concentration time and storage coefficient with their application to major dam basins in Korea,17
1164,Microstructural characterization and properties of in situ Al-Al 3 Ni/TiC hybrid composite fabricated by friction stir processing using reactive powder,8
1165,Determination of the flow stress-strain curves of aluminum alloy and tantalum using the compressiveload-displacement curves of a hat-type specimen,13
1166,Climate change uncertainties in seasonal drought severity-area-frequency curves: Case of arid region of Pakistan,17
1167,A simple hydrazine-based probe bearing anthracene moiety for the highly selective detection of hypochlorite,16
1168,Morphological estimation of pitting corrosion on vertically positioned 304 stainless steel using acoustic-emission duration parameter,9
1169,A terpolymeric hydrogel of hyaluronate-hydroxyethyl acrylate-gelatin methacryloyl with tunable properties as biomaterial,16
1170,"Phase-controlled SnO2 and SnO growth by atomic layer deposition using Bis(N-ethoxy-2,2-dimethyl propanamido)tin precursor",9
1171,Level set based shape optimization using trimmed hexahedral meshes,8
1172,"Electro-morphological, structural, thermal and ionic conduction properties of Gd/Pr co-doped ceria electrolytes exhibiting mixed Pr3+/Pr4+ cations",9
1173,Forecasting the Volatility of Stock Market Index Using the Hybrid Models with Google Domestic Trends,4
1174,Inhibitory Effect of Lupeol on MMPs Expression using Aged Fibroblast through Repeated UVA Irradiation,22
1175,Stress and Coping Associated With Acculturation Among North Korean Defectors,5
1176,A High-Voltage Generation Charge-Pump IC Using Input Voltage Modulated Regulation for Neural Implant Devices,2
1177,Quadratic Boost DC-DC Converter with High Voltage Gain and Reduced Voltage Stresses,2
1178,High-Performance Thin-Film Transistors of Quaternary Indium-Zinc-Tin Oxide Films Grown by Atomic Layer Deposition,9
1179,Novel tunneled phosphorus-doped WO 3 films achieved using ignited red phosphorus for stable and fast switching electrochromic performances,9
1180,Addition of reduced graphene oxide to an activated-carbon cathode increases electrical power generation of a microbial fuel cell by enhancing cathodic performance,34
1181,Tracking control for free-space optical communication of unmanned aerial vehicle,16
1182,Does combined heat and power play the role of a bridge in energy transition? Evidence from a cross-country analysis,5
1183,A conducting composite microfiber containing graphene/silver nanowires in an agarose matrix with fast humidity sensing ability,8
1184,High growth-rate atomic layer deposition process of cerium oxide thin film for solid oxide fuel cell,9
1185,"Performance evaluation of aqueous organic redox flow battery using anthraquinone-2,7-disulfonic acid disodium salt and potassium iodide redox couple",9
1186,Lipid hydroperoxide decomposition in model emulsions stabilized with emulsifiers having various sizes of hydrophilic heads,22
1187,Antioxidant activity and contents of leaf extracts obtained from Dendropanax morbifera LEV are dependent on the collecting season and extraction conditions,22
1188,Tissue Regeneration of Human Mesenchymal Stem Cells on Porous Gelatin Micro-Carriers by Long-Term Dynamic In Vitro Culture,16
1189,CdSe tetrapod interfacial layer for improving electron extraction in planar heterojunction perovskite solar cells,9
1190,Integration of ROS and RT tasks using message pipe mechanism on Xenomai for telepresence robot,15
1191,A continuous-flow acoustofluidic cytometer for single-cell mechanotyping,22
1192,3D printable hyaluronic acid-based hydrogel for its potential application as a bioink in tissue engineering,16
1193,Large-area fabrication of microlens arrays by using self-pinning effects during the thermal reflow process,8
1194,Modeling and experiment on microstructure evolutions and mechanical properties in grade 600 MPa reinforcing steel rebar subjected to TempCore process,13
1195,Enhanced hydrogen fermentation by zero valent iron addition,22
1196,Enhancement of glucose oxidation reaction in enzyme biofuel cell utilizing anthracene dicarboxyl acid cross-linker,9
1197,"Antioxidant, antimicrobial and cellular protective effects of lycopus lucidus extract and fraction",22
1198,Development of carbon-based adsorbent for acetylene separation using response surface method,9
1199,Open embedded real-time controllers for industrial distributed control systems,15
1200,Fermentative bio-hydrogen production of food waste in the presence of different concentrations of salt (Na + ) and nitrogen,22
1201,Influence of physical environment and medical service quality on customer satisfaction in medical travel to Korea,15
1202,Entire-spray mixing characteristics over time after the start of the injection using an image-processing technique for high-speed captured images Of Cr-Di fuel sprays,9
1203,Influence of Solution pH on Drug Release from Ionic Hydrogel Lens,16
1204,Development of a new system for measuring the swirl ratio of an engine cylinder head under an unsteady flow condition,2
1205,Advances in future internet and the industrial internet of things,15
1206,Active Roll Preview Control with V2V Communication,2
1207,Non-market valuation of water pollution remediation and disaster risk mitigation functions: The case of nakdong river estuary in South Korea,5
1208,Synthesis of Cu-doped MOF-235 for the Degradation of Methylene Blue under Visible Light Irradiation,9
1209,A novel benzophenone-based colorimetric chemosensor for detecting Cu 2 + and F -,16
1210,A novel band pass filter design and analysis using inductive via series,29
1211,Using support vector machines to classify building elements for checking the semantic integrity of building information models,4
1212,Analyzing Barrier Factors due to Overseas Construction Market Environment Changes: Focused on Korean Construction Companies,5
1213,Hydridation and oxidation behaviors of tantalum hydride during milling process,9
1214,Transparent dual-band monopole antenna using a μ-metal mesh on the rear glass of an automobile for frequency modulation/digital media broadcasting service receiving,29
1215,A Feasibility Study of Controllable Gas Foil Bearings with Piezoelectric Materials Via Rotordynamic Model Predictions,2
1216,Personalized smart home audio system with automatic music selection based on emotion,9
1217,Shear response of concrete filled tubes part II: Analytical study,13
1218,Engineering C*-integral and COD estimates for nonidealized circumferential through-wall cracked pipes at elevated temperature,13
1219,Effect of Asymmetric Layout of IGBT Modules on Reliability of Motor Drive Inverters,2
1220,Determination of Fe2+ and Co2+ by a Multiple-Target Colorimetric Chemosensor with Low Detection Limit in Aqueous Solution,9
1221,AlN passivation effect on Au/GaN Schottky contacts,21
1222,E-commerce liability and security breaches in mobile payment for e-business sustainability,5
1223,A novel battery-supercapacitor system with extraordinarily high performance,9
1224,Compact Four-Element MIMO Antenna Using DGS for WLAN Applications,29
1225,Numerical simulation of aeration flow phenomena in bench-scale submerged flat membrane bioreactor,9
1226,"Clarification of electronic and thermal transport properties of Pb-, Ag-, and Cu-doped p-type Bi0.52Sb1.48Te3",9
1227,Economic value of improving natural gas supply reliability for residential consumers in South Korea,5
1228,"Interface-Engineered Nickel Cobaltite Nanowires through NiO Atomic Layer Deposition and Nitrogen Plasma for High-Energy, Long-Cycle-Life Foldable All-Solid-State Supercapacitors",9
1229,Topic analysis for the fourth industrial revolution using LDA and centrality analysis in Korea,5
1230,"Retraction notice to “Hybrid Layered Architecture forDetection and Analysis of Network Based Zero-day Attack” (Computer Communications (2017) 106 (100–106), (S0140366416305497) (10.1016/j.comcom.2017.01.019))",34
1231,Facile synthesis of zirconia nanoparticles using a salt-assisted ultrasonic spray pyrolysis combined with a citrate precursor method,9
1232,Determining countermeasures against fault currents using a decomposition method based on fuzzy fault level constrained optimal power flow,2
1233,Cosmeceutical activities of ethanol extract and its ethyl acetate fraction from coffee silverskin,22
1234,Power Leakage-Aware Multi-Carrier LBT for LTE-LAA in Unlicensed Spectrum,29
1235,Minimum thickness of flat plates considering construction load effect,13
1236,A reactive power compensation strategy for voltage stability challenges in the Korean power system with dynamic loads,2
1237,Deformation behavior and tensile properties of an austenitic Fe-24Mn-4Cr-0.5C high-manganese steel: Effect of grain size,13
1238,Synthesis and Functionalization of β-Glucan Particles for the Effective Delivery of Doxorubicin Molecules,22
1239,Moving block signalling system prototype utilizing magnetic field to determine position of a train,2
1240,"Fab-free, high throughput thin metal film fabrication method using reductive metal ion ink coating for diverse plasmonic and electronic applications",9
1241,Public willingness to pay for endocrine disrupting chemicals-free labelling policy in Korea,34
1242,Improvement of high temperature mechanical properties of Ni-based oxide dispersion strengthened alloys by preferential formation of Y-Ti-O complex oxide,9
1243,Comparative studies on thin polycaprolactone-tricalcium phosphate composite scaffolds and its interaction with mesenchymal stem cells,16
1244,Democratization and museum policy in South Korea,5
1245,Quantification of unknown nanoscale biomolecules using the average-weight-difference method,34
1246,Assessment of Smoke Control Performance via. Fire Simulations and Hot Smoke Tests,17
1247,A Study on the Standard and Material Safety ofAir Conditioning Worker's Equipment in South Korea by Structural Analysis,13
1248,Competences Assessment on Construction Companies in Respect to ECDF,5
1249,Liquid metal-embedded microfluidic pressure sensor for real-time monitoring,8
1250,Label-free droplet detection through 3d electorde-based impedance spectroscopy,9
1251,Evaluation of serviceability limit state of slab track on railway bridge deck ends using nonlinear analysis method,2
1252,Experimental investigation on the thermal performance of heat pipe solar collector (HPSC),13
1253,"Tagging ""dark-Jet"" at collider",26
1254,SU(7) Unification of Scotogenic Model with Pati-Salam SU(4)cSU(2)LU(1)R gauge symmetry,34
1255,Dark matter direct detection with spin-2 mediators,4
1256,Improvement of calculation of on-time ratio considering train operation characteristics in metro,2
1257,Study on laser spot pattern design for joining ultra high strength steel,13
1258,Track performance and dynamic stability according to railway structures,2
1259,Flexural performance evaluation of steel fiber-reinforced concrete slab track,13
1260,"Production of High-Quality, Semi-dried Dorumuk (Arctoscopus japonicus) through Infrared-Assisted Air Drying",22
1261,Regulations on health/functional foods in Korea,22
1262,A study of a liquefaction hazard map on groundwater levels and various ground accelerations in the republic of korea,5
1263,Performance improvement of light transparent concrete,13
1264,Behaviour analysis of reinforced soil retaining wall according to convex angle,13
1265,Underwater Localization using Received Signal Strength of Electromagnetic Wave with Obstacle Penetration Effects,4
1266,A research on the relationship between accrual-based earnings management and real earnings management in the retail industry,5
1267,Integration of cloud and big data analytics for future smart cities,34
1268,The effect of additives on the performance of aqueous organic redox flow battery using quinoxaline and ferrocyanide redox couple,9
1269,The effect of different membranes on the performance of aqueous organic redox flow battery using methyl viologen and TEMPOL redox couple,9
1270,Characteristics of dust explosion in dioctyl terephthalic acid manufacturing process,13
1271,Thermophoretic control of particle transport in a microfluidic channel,8
1272,A study on the development of assessment index for catastrophic incident warning sign at refinery and pertrochemical plants,5
1273,"Design and controller development of drone capable of landing, takeoff, and travelling on a vertical wall",22
1274,Soil deformation tracking in model chamber by targetless close-range photogrammetry,8
1275,Accuracy Analysis of Low-cost UAV Photogrammetry for Road Sign Positioning,16
1276,Design of Robust Observers for Active Roll Control,2
1277,Design and Characterization of a Miniaturized Implantable Antenna in a Seven-Layer Brain Phantom,29
1278,User-centered design of a multi-material 3D printer,15
1279,Study on the Bauhaus Berlin,34
1280,Sensing of zinc ions and sulfide using a highly practical and water-soluble fluorescent sensor: Applications in test kits and zebrafish,16
1281,Wear characteristics of lubricants with nano-diamond particles on a tool steel,8
1282,Determination of Johnson-Cook model parameters using optimization method,8
1283,Automatic stepwise load adjustment system for upper-body strength exercise,8
1284,"Experimental realization of body balance control of quadruped walking robot, pongbot, on slopes",22
1285,The effects of different membranes on the performance of aqueous organic redox flow battery using anthraquinone and TEMPO redox couple,9
1286,Methanol extract of lespedeza maximowiczii var. Tricolor nakai improves glucose metabolism through PPARγ agonist and insulin-mimetic effect in 3t3-l1 adipocytes and db/db mice,22
1287,Comprehensive evaluation of microbiological and physicochemical properties of commercial drinking yogurts in Korea,22
1288,Barrier option pricing with heavy tailed distribution,5
1289,"Future trends of blockchain and crypto currency: Challenges, opportunities, and solutions",15
1290,Conception of smart iol helmet in smart factory,9
1291,A study on the auralization system using flexible rendering for virtual reality-based acoustic simulation,34
1292,Rapid and versatile micromold fabrication using micromilling and nanopolishing for microfluidic devices,34
1293,Immobilization of magnetic beads for microfluidic immunoassays,16
1294,Quality characteristics of low malt beer made with moisturized and heat treated purple corn,22
1295,Interlink Converter Controller Design based on System Identification of DC Sub-Grid Model in Hybrid AC/DC Microgrid,2
1296,MPSoC: The Low-cost Approach to Real-time Hardware Simulations for Power and Energy Systems,15
1297,A Voltage-sensorless Current Control of Grid-connected Inverter Using Frequency-adaptive Observer,2
1298,Robust Discrete Time Disturbance Observer with Finite Control Set Model Predictive Control in UPS System,2
1299,Model Predictive Control of a Grid-Connected Inverter with LCL Filter using Robust Disturbance Observer,2
1300,Voltage Regulation in a Stand-Alone DC Microgrid,2
1301,Economic Dispatch Problem using Load Shedding: Centralized Solution,2
1302,Simple calculations of J-integral for through-wall crack in welded pipes based on failure assessment diagram,13
1303,Understanding the Dynamics of Intergroup Relations from the Perspectives of Western Immigrants Living in Korea,5
1304,Evaluation of dynamic bending moment of disconnected piled raft via centrifuge tests,13
1305,Predictions of tensile strain capacity for strain-based pipelines with a circumferential and internal surface flaw,13
1306,Evaluations of ductile and cleavage fracture using coupled GTN and Beremin model in API X70 pipelines steel,13
1307,Comparison of allowable bending moments for circumferentially flawed pipes in ASME boiler and pressure vessel code section XI nonmandatory appendices C and H,13
1308,Growth of aluminum nitride thin films by atomic layer deposition and their applications: A review [원자층 증착법을 이용한 AlN 박막의 성장 및 응용 동향],9
1309,Research on improve the mechanical property by selective formation of Y-Ti-O complex oxide in Ni-based ODS alloy,9
1310,Fabrication of La2O3 dispersed Mo-Si-B alloys and its mechanical properties,9
1311,Performance analysis of clutch shapes in a coaxial reverse unit,2
1312,DC Ground Fault Induced Fire Accident in Lithium Ion Battery based ESS,2
1313,A study on the construction of an automatic legal question answering platform related to power system operation using artificial intelligence,15
1314,"Shortest connection of transmission lines with intersection angle θ via specific point (p, q)",15
1315,A study on the bulge joint joining force in a fuel cell assembly,13
1316,"Emerging technologies for sustainable smart city network security: Issues, challenges, and countermeasures",15
1317,Learning algorithms in AI system and services,4
1318,A energy management strategy for hybrid electric vehicles using deep Q - Networks,4
1319,"Future trends of AI-based smart systems and services: Challenges, opportunities, and solutions",15
1320,CCTV-based multi-factor authentication system,15
1321,Decision Tree Generation Algorithm for Image-based Video Conferencing,4
1322,Evaluating Lifetime of Server Data based on Trace Analysis,15
1323,Naphthalimide-based probe for the detection of hypochlorite in a near-perfect aqueous solution,16
1324,On the partitions into squares whose reciprocal sum is one,34
1325,Morphology and structural stability of bismuth-gadolinium co-doped ceria electrolyte nanopowders,9
1326,Hierarchical FEC and modulation in network-coded two-way relay channel,4
1327,Triangle δaBC and length of fermat tree,2
1328,Development of a coloring method for P2P1 finite element for parallel computation of ILU preconditioner,15
1329,Bio-Inspired Barbed Microneedle for Skin Adhesion with Interlocking Mechanics,13
