id,cluster
A Compact 700kHz 1.8kW GaN-based Transistor Low Voltage High Current DC-DC Converter for xEV using Planar Matrix Transformer,5
Sinusoidal Third Harmonic Voltage Injection PWM Method for Applying the LCL Filter to Vienna Rectifiers,5
"Analysis, Design and Implementation of a Bidirectional Three-Phase Push-Pull Converter for Wide Voltage Range Application",5
Effect of Nitride Passivation on Cu Surface for Low Temperature Cu-to-Cu Bonding,7
Technical evaluation method for physical property changes due to environmental degradation of grout-injection repair materials for water-leakage cracks,8
The effect of Nb-doped TiO2 coating for improving stability of NiCrAl alloy foam [NiCrAl ©ê_ ¼ì_ __ ¥ì_ __ ì½__ Nb-doped TiO2 ¨ê³¼],4
Influence of electrical traps on the current density degradation of inverted perovskite solar cells,4
QR-Decomposition-aided tabu search detection for large MIMO Systems,3
Observation of Two-Dimensional Shaped Aluminum Flake Orientation During Injection Molding and Its Orientation Mechanism,7
Performance comparison of interpolation operators of multigrid methods based on distance weight and area (volume) intersection approaches Part I: Finite volume discretization,10
Evolutionary Game Approach to Uplink NOMA Random Access Systems,12
Investigation of fast and slow traps in atomic layer deposited AlN on 4H-SiC,4
An imine-based colorimetric chemodosimeter for the detection of hypochlorite (ClO -) in aqueous media: its application in test strips and real water samples,12
Profiling of Histidine Phosphoproteome in Danio rerio by TiO 2 Enrichment,12
Flexural and shear behaviour of high-strength SFRC beams without stirrups,8
Fabrication of microfluidic channels with various cross-sectional shapes using anisotropic etching of Si and self-alignment,7
"Atractyligenin, a terpenoid isolated from coffee silverskin, inhibits cutaneous photoaging",11
Characteristics of wind pressures on retractable dome roofs and external peak pressure coefficients for cladding design,8
Prussian blue immobilization on various filter materials through Layer-by-Layer Assembly for effective cesium adsorption,2
Willingness to pay for fuel-cell electric vehicles in South Korea,5
South Korean consumers preferences for eco-friendly gasoline sedans: Results from a choice experiment survey,9
Comparative analysis of endocrine disrupting effects of major phthalates in employed two cell lines (MVLN and H295R) and embryonic zebrafish assay,11
Deepcachnet: A proactive caching framework based on deep learning in cellular networks,3
Real-time control architecture based on Xenomai using ROS packages for a service robot,10
Enhanced adsorptive removal of hydrogen sulfide from gas stream with zinc-iron hydroxide at room temperature,2
Antimelanogenic and Antimigration Properties of the Ethyl Acetate Fraction of Calendula officinalis Flowers on Melanoma Cells,11
Interface modification of an Al current collector for ultrafast lithium-ion batteries,4
"Fabrication of alginate-based stimuli-responsive, non-cytotoxic, terpolymric semi-IPN hydrogel as a carrier for controlled release of bovine albumin serum and 5-amino salicylic acid",0
Impact of antioxidant on the stability of Î²-carotene in model beverage emulsions: Role of emulsion interfacial membrane,2
Direct addition of lithium and cobalt precursors to Ce 0.8 Gd 0.2 O 1.95 electrolytes to improve microstructural and electrochemical properties in IT-SOFC at lower sintering temperature,4
Equivalent core concept for large-scale structural-level applications,8
Wideband internal dipole-loop antenna with switchable and tunable frequency operation for ultra-high-definition television,6
Optimization of Y2O3 dopant concentration of yttria stabilized zirconia thin film electrolyte prepared by plasma enhanced atomic layer deposition for high performance thin film solid oxide fuel cells,4
Dynamic Strain Aging and Serration Behavior of Three High-Manganese Austenitic Steels,8
Fe doping effect of vanadium oxide films for enhanced switching electrochromic performances,4
Surface effect of platinum catalyst-decorated mesoporous carbon support using the dissolution of zinc oxide for methanol oxidation,2
Deposition of pure Cu films on glass substrates by decomposition of Cu complex pastes at 250_ and additional Cu plating,7
Excellent electrochemical stability of graphite nanosheet-based interlayer for electric double layer capacitors,4
Structural evolution of NiAl-based layered nanostructures grown by a low-temperature hydrothermal method,4
Atomic-layer-deposited ZrO 2 -doped CeO 2 thin film for facilitating oxygen reduction reaction in solid oxide fuel cell,4
Loan relation with foreign banks and information asymmetry: evidence from earnings management by local firms in Korea,9
One-step sensing of foodborne pathogenic bacteria using a 3D paper-based device,11
Chondroprotective effect of curcumin and lecithin complex in human chondrocytes stimulated by IL-1Î² via an anti-inflammatory mechanism,12
Exploring the Relationship between Trust in Government and Citizen Participation,12
Synthesis of submicrometre Cu particles via a reduction in triethanolamine solvent,2
A method for representation and analysis of conformal cooling channels in molds made of functionally graded tool steel/Cu materials,7
Formulation studies for surface modification and application to cosmetics of jadeite powder,12
Real-time voltage stability assessment method for the Korean power system based on estimation of ThÃ©venin equivalent impedance,5
Supervised machine-learning predictive analytics for national quality of life scoring,14
Advanced IT-based Future Sustainable Computing (2017-2018),10
Fabrication of anisotropically oleophobic surface with inverse-tapered structure using micromolding in capillaries and microtransfer molding,7
Fuel economy analysis of novel hybrid powertrain for PHEV,5
"Cynanchum wilfordii etanolic extract controls blood cholesterol: A double-blind, randomized, placebo-controlled, parallel trial",11
Memristor crossbar array for binarized neural networks,4
Comparison between concentration and immersion based on EEG analysis,14
Improved performance of image semantic segmentation using NASNet,13
"Dielectrophoresis for control of particle transport: Theory, electrode designs and applications",4
Performance evaluation of aqueous redox flow battery using quinone redox couple dissolved in ammonium chloride electrolyte,2
"Measurement and Correlation of density and excess volume for Water+DIPA, DIPA+MDEA and Water+DIPA+MDEA systems",2
Numerical Simulation of Crystal Growth in Injection Molded Thermoplastics based on Monte Carlo Method with Shear Rate Tracking,7
Finite Element Plastic Limit Loads of Complex Cracks in Pipes with Two-Layered Materials,8
Gas barrier and mechanical properties of a single-layer silicon oxide film prepared by roll-to-roll PECVD system,4
Effect of outside view on attentiveness in using see-through type augmented reality device,13
Factors influencing Time and Cost Overruns on Freeform Construction Projects,9
A semi-aza-crown-based chemosensor for colorimetric detection of iron(III) and iron(II) in aqueous media with large bathochromic shift,2
Role of non-electrostatic forces in antimicrobial potency of a dengue-virus derived fusion peptide VG16KRKP: Mechanistic insight into the interfacial peptide-lipid interactions,0
Effect of titanium addition on mechanical properties of Mo-Si-B alloys,4
Hydrogen reduction behavior and microstructural characteristics of WO3 and WO3-NiO powders,4
Lectin AtGAL1 interacts with high-mannose glycoform of the purple acid phosphatase AtPAP26 secreted by phosphate-starved Arabidopsis,12
Multilevel learning based modeling for link prediction and users consumption preference in Online Social Networks,14
Sketch: Imagination needs moodling,12
Facile and Scalable Fabrication of Flexible Reattachable Ionomer Nanopatterns by Continuous Multidimensional Nanoinscribing and Low-temperature Roll Imprinting,7
Glucose biofuel cells using the two-step reduction reaction of bienzyme structure as cathodic catalyst,2
"Cytoprotective effects and mechanisms of quercetin, quercitrin and avicularin isolated from Lespedeza cuneata G. Don against ROS-induced cellular damage",12
Buck-Boost AC-DC LED Driver for Lamp with Visible Light Communication Module,5
"An Imidazo[1,5-Î±]Pyridine-Based Fluorometric Chemodosimeter for the Highly Selective Detection of Hypochlorite in Aqueous Media",12
Carbon felt molecular modification and biofilm augmentation via quorum sensing approach in yeast-based microbial fuel cells,2
A fluorescent and colorimetric Schiff base chemosensor for the detection of Zn2+ and Cu2+: Application in live cell imaging and colorimetric test kit,11
Formation of a gold nanoparticle layer for the electrodes of ionic polymer_etal composites by electroless deposition process,4
A Study on Fatigue Strength Improvement for Tension Clamp of Railway Using Work Hardening,8
Characterization of Copper Complex Paste: Manufacture of Thin Cu-Seed Films on Alumina Substrates,7
High-Speed Synthesis of Rice-Ear-Shaped Cu Dendritic Particles at Room Temperature via Galvanic Displacement Using Zn Particles,2
Cinnamaldehyde-Based Chemosensor for Colorimetric Detection of Cu 2+ and Hg 2+ in a Near-Perfect Aqueous Solution,12
360- Degree Video Streaming Using Stitching Information,3
Remote In-System Reconfiguration for Automotive Device,9
An FPGA-based Electronic Control Unit for Automotive Systems,12
2D Line Draw Hardware Accelerator for Tiny Embedded Processor in Consumer Electronics,12
Public preferences for district heating system over individual heating system: a view from national energy efficiency,9
One Shot Extrinsic Calibration of a Camera and Laser Range Finder Using Vertical Planes,13
Ultra Wideband Spherical Self-Complementary Antenna with Capacitive and Inductive Loadings,6
Isolation and characterization of bioactive compounds from root of rubus coreanus miquel and their antimicrobial activity,11
pH Dependent swelling behavior of poly(2-hydroxyethyl methacrylate)-based copolymer hydrogels,0
Isolation and characterization of bioactive compounds from root of rubus coreanus miquel and their antimicrobial activity,11
Network-oriented real-time embedded system considering synchronous joint space motion for an omnidirectional mobile robot,3
An efficient search algorithm for fingerprint databases *,12
Microchannel Fabrication on Glass Materials for Microfluidic Devices,7
Fabrication of microchannel with parallelogram cross-section using Si anisotropic wet etching and self-alignment,7
Development of an automated electric snowplow for vehicles by using a sprocket and chain for improving durability,5
Immobilization of prussian blue nanoparticles in acrylic acid-surface functionalized poly(Vinyl alcohol) sponges for cesium adsorption,2
Evaluating residential consumers' willingness to pay to avoid power outages in South Korea,12
Pattern-based decoding for Wi-Fi backscatter communication of passive sensors,3
Residential consumers' willingness to Pay Price Premium for renewable heat in South Korea,9
Quarter-wave balun fed vivaldi antenna pair for V2X communication measurement,6
Factorized Groomed Jet Mass Distribution in Inclusive Jet Processes,2
Vitamin C activates osteoblastogenesis and inhibits osteoclastogenesis via Wnt/Î²-catenin/ATF4 signaling pathways,11
"Study on the application of nitritation, treating different wastewater streams with high nitrogen content",1
Performance evaluation of glucose oxidation reaction using biocatalysts adopting different quinone derivatives and their utilization in enzymatic biofuel cells,12
Ostwald Ripening Rate of Orange Oil Emulsions: Effects of Molecular Structure of Emulsifiers and Their Oil Composition,2
Theoretical evaluation of concentration time and storage coefficient with their application to major dam basins in Korea,9
Microstructural characterization and properties of in situ Al-Al 3 Ni/TiC hybrid composite fabricated by friction stir processing using reactive powder,4
Determination of the flow stress-strain curves of aluminum alloy and tantalum using the compressiveload-displacement curves of a hat-type specimen,8
Climate change uncertainties in seasonal drought severity-area-frequency curves: Case of arid region of Pakistan,1
A simple hydrazine-based probe bearing anthracene moiety for the highly selective detection of hypochlorite,12
Morphological estimation of pitting corrosion on vertically positioned 304 stainless steel using acoustic-emission duration parameter,4
A terpolymeric hydrogel of hyaluronate-hydroxyethyl acrylate-gelatin methacryloyl with tunable properties as biomaterial,0
"Phase-controlled SnO2 and SnO growth by atomic layer deposition using Bis(N-ethoxy-2,2-dimethyl propanamido)tin precursor",4
Level set based shape optimization using trimmed hexahedral meshes,3
"Electro-morphological, structural, thermal and ionic conduction properties of Gd/Pr co-doped ceria electrolytes exhibiting mixed Pr3+/Pr4+ cations",4
Forecasting the Volatility of Stock Market Index Using the Hybrid Models with Google Domestic Trends,3
Inhibitory Effect of Lupeol on MMPs Expression using Aged Fibroblast through Repeated UVA Irradiation,12
Stress and Coping Associated With Acculturation Among North Korean Defectors,12
A High-Voltage Generation Charge-Pump IC Using Input Voltage Modulated Regulation for Neural Implant Devices,5
Quadratic Boost DC-DC Converter with High Voltage Gain and Reduced Voltage Stresses,5
High-Performance Thin-Film Transistors of Quaternary Indium-Zinc-Tin Oxide Films Grown by Atomic Layer Deposition,4
Novel tunneled phosphorus-doped WO 3 films achieved using ignited red phosphorus for stable and fast switching electrochromic performances,4
Addition of reduced graphene oxide to an activated-carbon cathode increases electrical power generation of a microbial fuel cell by enhancing cathodic performance,2
Tracking control for free-space optical communication of unmanned aerial vehicle,13
Does combined heat and power play the role of a bridge in energy transition? Evidence from a cross-country analysis,5
A conducting composite microfiber containing graphene/silver nanowires in an agarose matrix with fast humidity sensing ability,12
High growth-rate atomic layer deposition process of cerium oxide thin film for solid oxide fuel cell,4
"Performance evaluation of aqueous organic redox flow battery using anthraquinone-2,7-disulfonic acid disodium salt and potassium iodide redox couple",2
Lipid hydroperoxide decomposition in model emulsions stabilized with emulsifiers having various sizes of hydrophilic heads,2
Antioxidant activity and contents of leaf extracts obtained from Dendropanax morbifera LEV are dependent on the collecting season and extraction conditions,12
Tissue Regeneration of Human Mesenchymal Stem Cells on Porous Gelatin Micro-Carriers by Long-Term Dynamic In Vitro Culture,0
CdSe tetrapod interfacial layer for improving electron extraction in planar heterojunction perovskite solar cells,4
Integration of ROS and RT tasks using message pipe mechanism on Xenomai for telepresence robot,3
A continuous-flow acoustofluidic cytometer for single-cell mechanotyping,11
3D printable hyaluronic acid-based hydrogel for its potential application as a bioink in tissue engineering,0
Large-area fabrication of microlens arrays by using self-pinning effects during the thermal reflow process,7
Modeling and experiment on microstructure evolutions and mechanical properties in grade 600_Pa reinforcing steel rebar subjected to TempCore process,8
Enhanced hydrogen fermentation by zero valent iron addition,2
Enhancement of glucose oxidation reaction in enzyme biofuel cell utilizing anthracene dicarboxyl acid cross-linker,12
"Antioxidant, antimicrobial and cellular protective effects of lycopus lucidus extract and fraction",12
Development of carbon-based adsorbent for acetylene separation using response surface method,2
Open embedded real-time controllers for industrial distributed control systems,10
Fermentative bio-hydrogen production of food waste in the presence of different concentrations of salt (Na + ) and nitrogen,11
Influence of physical environment and medical service quality on customer satisfaction in medical travel to Korea,14
Entire-spray mixing characteristics over time after the start of the injection using an image-processing technique for high-speed captured images Of Cr-Di fuel sprays,7
Influence of Solution pH on Drug Release from Ionic Hydrogel Lens,0
Development of a new system for measuring the swirl ratio of an engine cylinder head under an unsteady flow condition,5
Advances in future internet and the industrial internet of things,5
Active Roll Preview Control with V2V Communication,5
Non-market valuation of water pollution remediation and disaster risk mitigation functions: The case of nakdong river estuary in South Korea,9
Synthesis of Cu-doped MOF-235 for the Degradation of Methylene Blue under Visible Light Irradiation,4
A novel benzophenone-based colorimetric chemosensor for detecting Cu 2 + and F -,12
A novel band pass filter design and analysis using inductive via series,6
Using support vector machines to classify building elements for checking the semantic integrity of building information models,14
Analyzing Barrier Factors due to Overseas Construction Market Environment Changes: Focused on Korean Construction Companies,9
Hydridation and oxidation behaviors of tantalum hydride during milling process,4
Transparent dual-band monopole antenna using a Î¼-metal mesh on the rear glass of an automobile for frequency modulation/digital media broadcasting service receiving,6
A Feasibility Study of Controllable Gas Foil Bearings with Piezoelectric Materials Via Rotordynamic Model Predictions,5
Personalized smart home audio system with automatic music selection based on emotion,12
Shear response of concrete filled tubes part II: Analytical study,8
Engineering C*-integral and COD estimates for nonidealized circumferential through-wall cracked pipes at elevated temperature,8
Effect of Asymmetric Layout of IGBT Modules on Reliability of Motor Drive Inverters,5
Determination of Fe2+ and Co2+ by a Multiple-Target Colorimetric Chemosensor with Low Detection Limit in Aqueous Solution,12
AlN passivation effect on Au/GaN Schottky contacts,4
E-commerce liability and security breaches in mobile payment for e-business sustainability,9
A novel battery-supercapacitor system with extraordinarily high performance,2
Compact Four-Element MIMO Antenna Using DGS for WLAN Applications,6
Numerical simulation of aeration flow phenomena in bench-scale submerged flat membrane bioreactor,8
"Clarification of electronic and thermal transport properties of Pb-, Ag-, and Cu-doped p-type Bi0.52Sb1.48Te3",4
Economic value of improving natural gas supply reliability for residential consumers in South Korea,9
"Interface-Engineered Nickel Cobaltite Nanowires through NiO Atomic Layer Deposition and Nitrogen Plasma for High-Energy, Long-Cycle-Life Foldable All-Solid-State Supercapacitors",4
Topic analysis for the fourth industrial revolution using LDA and centrality analysis in Korea,10
"Retraction notice to _ybrid Layered Architecture forDetection and Analysis of Network Based Zero-day Attack (Computer Communications (2017) 106 (100106), (S0140366416305497) (10.1016/j.comcom.2017.01.019))",12
Facile synthesis of zirconia nanoparticles using a salt-assisted ultrasonic spray pyrolysis combined with a citrate precursor method,4
Determining countermeasures against fault currents using a decomposition method based on fuzzy fault level constrained optimal power flow,5
Cosmeceutical activities of ethanol extract and its ethyl acetate fraction from coffee silverskin,11
Power Leakage-Aware Multi-Carrier LBT for LTE-LAA in Unlicensed Spectrum,3
Minimum thickness of flat plates considering construction load effect,8
A reactive power compensation strategy for voltage stability challenges in the Korean power system with dynamic loads,5
Deformation behavior and tensile properties of an austenitic Fe-24Mn-4Cr-0.5C high-manganese steel: Effect of grain size,4
Synthesis and Functionalization of Î²-Glucan Particles for the Effective Delivery of Doxorubicin Molecules,12
Moving block signalling system prototype utilizing magnetic field to determine position of a train,5
"Fab-free, high throughput thin metal film fabrication method using reductive metal ion ink coating for diverse plasmonic and electronic applications",7
Public willingness to pay for endocrine disrupting chemicals-free labelling policy in Korea,9
Improvement of high temperature mechanical properties of Ni-based oxide dispersion strengthened alloys by preferential formation of Y-Ti-O complex oxide,4
Comparative studies on thin polycaprolactone-tricalcium phosphate composite scaffolds and its interaction with mesenchymal stem cells,0
Democratization and museum policy in South Korea,12
Quantification of unknown nanoscale biomolecules using the average-weight-difference method,9
Assessment of Smoke Control Performance via. Fire Simulations and Hot Smoke Tests,5
A Study on the Standard and Material Safety ofAir Conditioning Worker's Equipment in South Korea by Structural Analysis,8
Competences Assessment on Construction Companies in Respect to ECDF,9
Liquid metal-embedded microfluidic pressure sensor for real-time monitoring,7
Label-free droplet detection through 3d electorde-based impedance spectroscopy,12
Evaluation of serviceability limit state of slab track on railway bridge deck ends using nonlinear analysis method,5
Experimental investigation on the thermal performance of heat pipe solar collector (HPSC),12
"Tagging ""dark-Jet"" at collider",12
SU(7) Unification of Scotogenic Model with Pati-Salam SU(4)cSU(2)LU(1)R gauge symmetry,12
Dark matter direct detection with spin-2 mediators,12
Improvement of calculation of on-time ratio considering train operation characteristics in metro,5
Study on laser spot pattern design for joining ultra high strength steel,8
Track performance and dynamic stability according to railway structures,5
Flexural performance evaluation of steel fiber-reinforced concrete slab track,8
"Production of High-Quality, Semi-dried Dorumuk (Arctoscopus japonicus) through Infrared-Assisted Air Drying",12
Regulations on health/functional foods in Korea,9
A study of a liquefaction hazard map on groundwater levels and various ground accelerations in the republic of korea,12
Performance improvement of light transparent concrete,12
Behaviour analysis of reinforced soil retaining wall according to convex angle,8
Underwater Localization using Received Signal Strength of Electromagnetic Wave with Obstacle Penetration Effects,6
A research on the relationship between accrual-based earnings management and real earnings management in the retail industry,9
Integration of cloud and big data analytics for future smart cities,10
The effect of additives on the performance of aqueous organic redox flow battery using quinoxaline and ferrocyanide redox couple,12
The effect of different membranes on the performance of aqueous organic redox flow battery using methyl viologen and TEMPOL redox couple,2
Characteristics of dust explosion in dioctyl terephthalic acid manufacturing process,2
Thermophoretic control of particle transport in a microfluidic channel,7
A study on the development of assessment index for catastrophic incident warning sign at refinery and pertrochemical plants,9
"Design and controller development of drone capable of landing, takeoff, and travelling on a vertical wall",12
Soil deformation tracking in model chamber by targetless close-range photogrammetry,13
Accuracy Analysis of Low-cost UAV Photogrammetry for Road Sign Positioning,13
Design of Robust Observers for Active Roll Control,5
Design and Characterization of a Miniaturized Implantable Antenna in a Seven-Layer Brain Phantom,6
User-centered design of a multi-material 3D printer,9
Study on the Bauhaus Berlin,12
Sensing of zinc ions and sulfide using a highly practical and water-soluble fluorescent sensor: Applications in test kits and zebrafish,12
Wear characteristics of lubricants with nano-diamond particles on a tool steel,8
Determination of Johnson-Cook model parameters using optimization method,8
Automatic stepwise load adjustment system for upper-body strength exercise,8
"Experimental realization of body balance control of quadruped walking robot, pongbot, on slopes",12
The effects of different membranes on the performance of aqueous organic redox flow battery using anthraquinone and TEMPO redox couple,2
Methanol extract of lespedeza maximowiczii var. Tricolor nakai improves glucose metabolism through PPARÎ³ agonist and insulin-mimetic effect in 3t3-l1 adipocytes and db/db mice,12
Comprehensive evaluation of microbiological and physicochemical properties of commercial drinking yogurts in Korea,12
Barrier option pricing with heavy tailed distribution,12
"Future trends of blockchain and crypto currency: Challenges, opportunities, and solutions",12
Conception of smart iol helmet in smart factory,12
A study on the auralization system using flexible rendering for virtual reality-based acoustic simulation,6
Rapid and versatile micromold fabrication using micromilling and nanopolishing for microfluidic devices,7
Immobilization of magnetic beads for microfluidic immunoassays,2
Quality characteristics of low malt beer made with moisturized and heat treated purple corn,11
Interlink Converter Controller Design based on System Identification of DC Sub-Grid Model in Hybrid AC/DC Microgrid,5
MPSoC: The Low-cost Approach to Real-time Hardware Simulations for Power and Energy Systems,10
A Voltage-sensorless Current Control of Grid-connected Inverter Using Frequency-adaptive Observer,5
Robust Discrete Time Disturbance Observer with Finite Control Set Model Predictive Control in UPS System,5
Model Predictive Control of a Grid-Connected Inverter with LCL Filter using Robust Disturbance Observer,5
Voltage Regulation in a Stand-Alone DC Microgrid,5
Economic Dispatch Problem using Load Shedding: Centralized Solution,5
Simple calculations of J-integral for through-wall crack in welded pipes based on failure assessment diagram,8
Understanding the Dynamics of Intergroup Relations from the Perspectives of Western Immigrants Living in Korea,12
Evaluation of dynamic bending moment of disconnected piled raft via centrifuge tests,8
Predictions of tensile strain capacity for strain-based pipelines with a circumferential and internal surface flaw,8
Evaluations of ductile and cleavage fracture using coupled GTN and Beremin model in API X70 pipelines steel,8
Comparison of allowable bending moments for circumferentially flawed pipes in ASME boiler and pressure vessel code section XI nonmandatory appendices C and H,8
Growth of aluminum nitride thin films by atomic layer deposition and their applications: A review [__ì¸ ì¦_°©ë²__ ´ì_ AlN ë°__ ±ì_ ë° __ __],4
Research on improve the mechanical property by selective formation of Y-Ti-O complex oxide in Ni-based ODS alloy,4
Fabrication of La2O3 dispersed Mo-Si-B alloys and its mechanical properties,4
Performance analysis of clutch shapes in a coaxial reverse unit,12
DC Ground Fault Induced Fire Accident in Lithium Ion Battery based ESS,5
A study on the construction of an automatic legal question answering platform related to power system operation using artificial intelligence,5
"Shortest connection of transmission lines with intersection angle Î¸ via specific point (p, q)",5
A study on the bulge joint joining force in a fuel cell assembly,5
"Emerging technologies for sustainable smart city network security: Issues, challenges, and countermeasures",10
Learning algorithms in AI system and services,3
A energy management strategy for hybrid electric vehicles using deep Q - Networks,5
"Future trends of AI-based smart systems and services: Challenges, opportunities, and solutions",10
CCTV-based multi-factor authentication system,10
Decision Tree Generation Algorithm for Image-based Video Conferencing,13
Evaluating Lifetime of Server Data based on Trace Analysis,12
Naphthalimide-based probe for the detection of hypochlorite in a near-perfect aqueous solution,12
On the partitions into squares whose reciprocal sum is one,12
Morphology and structural stability of bismuth-gadolinium co-doped ceria electrolyte nanopowders,4
Hierarchical FEC and modulation in network-coded two-way relay channel,3
Triangle Î´aBC and length of fermat tree,5
Development of a coloring method for P2P1 finite element for parallel computation of ILU preconditioner,12
Bio-Inspired Barbed Microneedle for Skin Adhesion with Interlocking Mechanics,0
"Smart city research trend analysis: Text mining, topic analysis, network analysis",10
Theme and topics of smart city policy research in Korea,5
Assessment of Seismic Performance of Three-Story Masonry Stone Pagoda by Dynamic Centrifuge Test and Simulation Analysis,12
Effects of socio-economic factors on governmental tax expenditures for private pensions in selected OECD countries,12
"Comparison of tilting, jumping, and accelerated mouse as new mouse interactions for wide display",0
A study on local residents' perception in communication process for LNG terminal risks,9
Relationship between financial income tax reform and implicit tax: Case of South Korean bond market,9
Effect of bismuth sulfate coated on acidified CNT on performance of vanadium redox flow battery,12
Evaluation of effective elastic modulus of optical fiber by using FBG sensor,6
Lane detection using a fusion of two different CNN architectures,12
Object detection by combining two different CNN algorithms and robotic grasping control,13
Detection of QR code based on mask R-CNN using synthetic image under perspective transform,13
Edge detection based-on U-net using edge classification CNN,13
A computer simulation of the fuel injection characteristics of a GDI injector according to the injector driving pattern,5
Comparative investigation of interfacial characteristics between HfO2/Al2O3 and Al2O3/HfO2 dielectrics on AlN/p-Ge structure,4
"Characterization and Validation of an ""acute Aerobic Exercise Load"" as a Tool to Assess Antioxidative and Anti-inflammatory Nutrition in Healthy Subjects Using a Statistically Integrated Approach in a Comprehensive Clinical Trial",11
Surface settlement prediction under non-open cut method with multi-pressed steel pipes in sand,8
A study on the effect analysis of rail grinding in highspeed railway considering dynamic wheel-rail force,5
Simplified vehicle modeling technique for design of derailment containment provisions (DCP),5
Performance evaluation of enzymatic biofuel cells using a new cathodic catalyst containing hemin and poly acrylic acid promoting the oxygen reduction reaction,2
Study on efficiency improvement through absolute alignment maintenance of curved section,5
A study on improvement of evaluation indicators of Korean urban railway operators,9
Effect of sleeper-girder fastener on stiffness of open-deck steel bridge using finite element analysis,8
Antioxidant contents and activities of twelve varieties of vegetable sprouts,12
Optimization of vehicle speed in urban road using dynamic programming,5
Development of a portable fluorescent detection device for microalgae,12
Crack width of reinforced concrete slab in the steel and concrete composite girders at negative moment region,8
Effect of process variables on friction stirred microstructure and surface hardness of AZ31 magnesium alloy,4
Thermal degradation behavior of Ag nanowire-coated transparent conductive film for flexible display applications,4
Effect of process control agent on the microstructure of Ni-based ODS superalloy produced by mechanical alloying and sintering,4
Improving storage performance of high-performance computing systems by using the non-volatile buffer cache,10
2018 Korean society for the study of obesity guideline for the management of obesity in Korea,12
Study on maximum capacity estimation in unidirectional line of railway double tracks,5
Two-step plasma treatment on sputtered and electroplated Cu surfaces for Cu-To-Cu bonding application,4
Analysis and modeling of process variables in surface hardening process of Ti-6Al-4V using laser,7
Realization of Eu-doped p-SnO2 thin film by spray pyrolysis deposition,4
A study of an online logo design making platform,9
Development of the Hemispherical Rotational Modulation Collimator Imaging System,13
A study on the skip shift control strategy according to driving resistance of heavy-duty vehicle equipped with multi-speed transmission,5
Crystallinity control effects on vanadium oxide films for enhanced electrochromic performances [_¸°ë³ ±ë_ ¥ì_ __ ë°_____¬¼ ë§__ ê²°ì_ __ ¨ê³¼],4
"Microstructure and mechanical properties of 600 MPa-grade seismic resistant reinforced steel bars fabricated by a pilot plant [Pilot Plantë¥ ´ì_ 600 MPaê¸ ´ì_ ì²_·¼¤ì_ _¡°, ë¯¸ì_ì¡°ì_ê³ ê¸°ê_ ¹ì_ ë¹__]",8
An empirical study on tacit knowledge sharing based on social network analysis,14
Transmission lines rights-of-way mapping using a low-cost drone photogrammetry,13
Conjugate point extraction for high-resolution stereo satellite images orientation,13
Evaluation of the extrinsic calibration of a camera and LiDAR using dummy camera without IR-cut filter,13
Development of high-resolution daily gridded temperature datasets for the central north region of Egypt,1
Indoor distribution characteristics of airborne bacteria in pig buildings as influenced by season and housing type,1
Voltammetric detection of tetrodotoxin real-time in vivo of mouse organs using DNA-immobilized carbon nanotube sensors,11
Wide and dual-band MIMO antenna with omnidirectional and directional radiation patterns for indoor access points,6
Application of flexible PAUT probe for weld inspection of piping elbows,8
ROI-Based LiDAR Sampling Algorithm in on-Road Environment for Autonomous Driving,13
Adaptive Self-Deferral for Carrier Aggregation of LTE-LAA with RF Power Leakage in Unlicensed Spectrum,3
Adaptive fail-safe yaw moment control for integrated chassis control using least mean square,5
Design of feedforward controller for active roll stabilization,5
Walking pattern generation algorithm with waist motion for improving energy efficiency of quadruped robot,12
Power flow control strategy and reliable DC-link voltage restoration for DC microgrid under grid fault conditions,5
Creating sustainable and climate shared value in public institution: Lessons from a case of Korea Army Cadet Military School,9
A novel benzimidazole-based fluorescence probe for detecting zinc ion in aqueous solution and zebrafish,12
The measurement method using hydrogen peroxide for quantification of phosphate ion poisoning of pt based catalyst,12
Finding the simple rule for diagnosing the operation fault of freezer,5
Evaluating the feasibility of ohmic cooking for home meal replacement curry: Analysis of energy efficacy and textural qualities,12
The influence of information acceptance on information use performance in the case of vulnerable classes,9
Multiloop current control for an inductive_apacitive_nductive-filtered grid-connected inverter with frequency-adaptive capability under distorted grid environment,5
High-speed visual target identification for low-cost wearable brain-computer interfaces,14
A unified framework for behaviour monitoring and abnormality detection for smart home,14
Will South Korean residential consumers accept the renewable heat incentive scheme? A stated preference approach,9
Dispersion stability and mechanical properties of ZrO2/high-temp composite resins by nano- and micro-particle ratio for stereolithography 3D printing [__ ë° ë§__¬ë_ __ ë¹__ °ë¥¸ ê´_¡° 3D _¦°__ ZrO2/High-temp ë³µí_ _ ë¶__ __ ë° ê¸°ê_ ¹ì_],4
Characteristics of die-attach method by sinter bonding using Ag-40Cu mechanically alloyed particles,4
Novel MIMO Detection with Improved Complexity for Near-ML Detection in MIMO-OFDM Systems,3
Feature Extraction from Oriental Painting for Wellness Contents Recommendation Services,14
"A visible chemosensor based on carbohydrazide for Fe(ii), Co(ii) and Cu(ii) in aqueous solution",12
A hydrazono-quinoline-based chemosensor sensing In3+ and Zn2+: Via fluorescence turn-on and ClO- via color change in aqueous solution,12
